,property_name,society,bedRoom,bathroom,balcony,additionalRoom,facing,agePossession,sector,price in crore,SuperBuildUp_adjusted_area,adjusted_price_per_sqft,Others,Pooja Room,Servant Room,Store Room,Study Room,unavailable,floor,furnish_score,furnish_category,features_score,features_category,rating_sum,bed_bath_ratio,log_area,society_clean,additional_room_count,log_price
1636,3 BHK Flat,Tata Primanti41 ,3,4,3+,Servant Room,unavailable,mid-age,Sector 72 Gurgaon,3.4,2403.5,14146.037029332225,0,0,1,0,0,0,9,-1.0,Unavailable,13.5,Basic,25.0,0.75,7.785097260717717,tata primanti,1,1.4816045409242156
1637,3 BHK Flat,AIPL The Peaceful Homes39 ,3,2,2,Servant Room,unavailable,mid-age,Sector 70A Gurgaon,2.6,3092.857142857143,8406.466512702078,1,0,0,0,0,0,12,31.5,Fancy,14.5,Basic,23.5,1.5,8.037173857751958,aipl the peaceful homes,1,1.2809338454620642
1638,4 BHK Flat,Tata Primanti41 ,4,5,3+,"Servant Room,Others",West,new,Sector 72 Gurgaon,3.5,2887.5000000000005,12121.21212121212,0,0,0,0,1,0,10,31.0,Fancy,12.0,Basic,25.0,0.8,7.9684926152213205,tata primanti,2,1.5040773967762742
1639,3 BHK Flat,Siddhartha Apartment,3,3,2,Others,East,new,Sector 95 Gurgaon,0.72,2807.1428571428573,2564.8854961832058,0,0,0,0,0,1,4,28.0,Medium,7.0,Minimal,19.0,1.0,7.940278638902486,siddhartha apartment,1,0.5423242908253617
1640,3 BHK Flat,Experion Windchants38 ,3,5,2,Servant Room,South-West,new,Sector 112 Gurgaon,3.65,3080.0000000000005,11850.64935064935,0,1,0,0,0,0,3,30.0,Fancy,19.5,Basic,25.0,0.6,8.033009498596668,experion windchants,1,1.536867219599265
1641,2 BHK Flat,Ramsons Kshitij37 ,2,2,2,Others,North-West,newly built,Sector 95 Gurgaon,0.28,843.7,3318.715183121963,0,0,0,0,1,0,5,28.5,Medium,0.0,Minimal,23.5,1.0,6.738981534733451,ramsons kshitij,1,0.2468600779315258
1642,3 BHK Flat,The Close North40 ,3,3,3,Servant Room,North,mid-age,Nirvana Country,2.92,3721.428571428572,7846.449136276391,1,0,0,0,0,0,10,47.5,Fancy,39.0,Premium,24.5,1.0,8.222131576040573,the close north,1,1.366091653802371
1643,3 BHK Flat,Unitech Fresco38 ,3,3,3+,Others,East,mid-age,Nirvana Country,1.82,2622.857142857143,6938.997821350762,0,0,0,0,1,0,14,51.5,Fancy,39.0,Premium,25.0,1.0,7.872400706073222,unitech fresco,1,1.0367368849500223
1644,2 BHK Flat,M3M The Marina40 ,2,2,2,Others,North-East,new,Sector 68 Gurgaon,1.02,1800.0000000000002,5666.666666666666,0,1,1,0,0,0,11,43.5,Fancy,13.5,Basic,25.0,1.0,7.496097345175956,m3m the marina,1,0.7030975114131134
1645,2 BHK Flat,Shree Vardhman Flora38 ,2,2,3,Study Room,North,new,Sector 90 Gurgaon,0.65,1485.0000000000002,4377.104377104376,0,1,1,0,0,0,3,-1.0,Unavailable,32.0,Premium,25.0,1.0,7.303843225277705,shree vardhman flora,1,0.5007752879124893
1646,3 BHK Flat,GLS Avenue 51,3,3,3+,unavailable,North,new,Sector 92 Gurgaon,0.39,915.7142857142858,4258.970358814352,0,1,1,0,0,0,6,-1.0,Unavailable,28.0,Good,20.0,1.0,6.8207958486952025,gls avenue ,0,0.3293037471426004
1647,3 BHK Flat,DLF Regal Gardens39 ,3,3,3+,Pooja Room,North-West,new,Sector 90 Gurgaon,1.15,1999.8,5750.57505750575,0,1,1,0,0,0,18,46.5,Fancy,36.5,Premium,24.5,1.0,7.60130237956341,dlf regal gardens,1,0.7654678421395714
1648,2 BHK Flat,Emaar MGF Emerald Estate38 ,2,2,2,Study Room,North-East,new,Sector 65 Gurgaon,1.42,1457.142857142857,9745.098039215683,0,1,1,0,0,0,6,43.5,Fancy,39.0,Premium,25.0,1.0,7.284918889348185,emaar mgf emerald estate,1,0.883767540168595
1649,3 BHK Flat,Orchid Petals41 ,3,3,3,Others,West,new,Sector 49 Gurgaon,2.35,2904.2857142857147,8091.490408263648,0,1,1,1,1,0,15,30.0,Fancy,13.5,Basic,24.5,1.0,7.974287017043762,orchid petals,1,1.208960345836975
1650,3 BHK Flat,Orchid Petals41 ,3,4,3,Study Room,West,new,Sector 49 Gurgaon,2.38,2957.1428571428573,8048.309178743961,0,1,1,1,1,0,1,29.0,Medium,13.5,Basic,24.5,0.75,7.992316937284712,orchid petals,1,1.2178757094949273
1651,3 BHK Flat,DLF New Town Heights 139 ,3,3,3+,"Pooja Room,Servant Room",North-West,new,Sector 90 Gurgaon,1.15,2123.0,5416.862929816298,0,1,1,1,1,0,9,-1.0,Unavailable,24.0,Good,25.0,1.0,7.66105638236183,dlf new town heights ,2,0.7654678421395714
1652,4 BHK Flat,DLF New Town Heights 139 ,4,4,3+,"Servant Room,Pooja Room",West,new,Sector 90 Gurgaon,1.6,2600.4,6152.899553914782,0,1,1,1,1,0,10,-1.0,Unavailable,23.5,Good,25.0,1.0,7.86380504062964,dlf new town heights ,2,0.9555114450274363
1653,3 BHK Flat,DLF New Town Heights 240 ,3,4,3+,"Pooja Room,Servant Room",West,mid-age,Sector 86 Gurgaon,1.28,2757.1428571428573,4642.4870466321245,0,1,1,1,1,0,12,-1.0,Unavailable,25.5,Good,24.0,0.75,7.922312854380504,dlf new town heights ,2,0.8241754429663494
1654,4 BHK Flat,DLF New Town Heights 139 ,4,4,3+,"Pooja Room,Servant Room",South,new,Sector 90 Gurgaon,1.75,2999.7000000000003,5833.9167250058335,0,1,1,1,1,0,17,-1.0,Unavailable,24.0,Good,25.0,1.0,8.006600873765592,dlf new town heights ,2,1.0116009116784799
1655,4 BHK Flat,DLF New Town Heights37 ,4,4,3+,"Pooja Room,Servant Room",South,new,Sector 91 Gurgaon,1.75,2600.4,6729.733887094293,0,1,1,1,1,0,9,-1.0,Unavailable,24.0,Good,25.0,1.0,7.86380504062964,dlf new town heights,2,1.0116009116784799
1656,3 BHK Flat,Puri Diplomatic Greens40 ,3,4,3+,"Servant Room,Study Room,Pooja Room,Store Room",South-East,new,Sector 111 Gurgaon,2.65,2436.5,10876.256925918326,0,1,0,1,1,0,19,35.0,Fancy,20.0,Good,25.0,0.75,7.798728202872002,puri diplomatic greens,4,1.2947271675944
1657,3 BHK Flat,ATS Kocoon42 ,3,4,3,"Servant Room,Study Room,Pooja Room,Store Room",East,new,Sector 109 Gurgaon,2.22,2304.5,9633.326101106531,0,0,0,0,0,1,14,34.0,Fancy,12.0,Basic,25.0,0.75,7.74305285164676,ats kocoon,4,1.169381359556317
1658,3 BHK Flat,ATS Triumph39 ,3,4,3+,"Servant Room,Study Room,Pooja Room,Store Room",East,new,Sector 104 Gurgaon,1.85,2519.0,7344.184200079397,0,0,1,0,0,0,14,34.0,Fancy,26.0,Good,24.5,0.75,7.832014180505469,ats triumph,4,1.0473189942805592
1659,2 BHK Flat,Experion The Heartsong39 ,2,3,3,"Pooja Room,Study Room,Servant Room,Store Room",South-East,new,Sector 108 Gurgaon,0.98,1397.142857142857,7014.314928425357,0,1,1,0,0,0,12,35.0,Fancy,10.0,Basic,25.0,0.6666666666666666,7.242900104370507,experion the heartsong,4,0.6830968447064438
1660,4 BHK Flat,Indiabulls Centrum Park37 ,4,4,3,"Servant Room,Pooja Room,Store Room,Study Room",East,new,Sector 103 Gurgaon,2.45,3162.5000000000005,7747.035573122528,0,0,1,0,1,0,11,28.0,Medium,11.0,Basic,25.0,1.0,8.059434288586939,indiabulls centrum park,4,1.2383742310432684
1661,3 BHK Flat,Indiabulls Centrum Park37 ,3,3,3+,"Pooja Room,Study Room,Servant Room,Store Room",East,new,Sector 103 Gurgaon,1.34,2464.285714285714,5437.68115942029,0,0,0,1,0,0,12,42.0,Fancy,11.0,Basic,25.0,1.0,7.810062988192265,indiabulls centrum park,4,0.8501509293696101
1662,3 BHK Flat,Emaar Imperial Gardens38 ,3,3,3,"Pooja Room,Study Room,Servant Room,Store Room",North-East,new,Sector 102 Gurgaon,1.92,2857.1428571428573,6719.999999999999,1,0,0,0,0,0,12,45.5,Fancy,22.5,Good,23.0,1.0,7.957927342245103,emaar imperial gardens,4,1.0715836162801904
1663,3 BHK Flat,Adani Oyster Greens,3,3,3+,"Pooja Room,Study Room,Store Room",North-East,new,Sector 102 Gurgaon,1.9,2698.571428571429,7040.762308099523,0,1,1,0,0,0,9,34.5,Fancy,0.0,Minimal,19.5,1.0,7.900848309234726,adani oyster greens,3,1.0647107369924282
1664,4 BHK Flat,Adani M2K Oyster Grande39 ,4,4,3+,unavailable,North-East,new,Sector 102 Gurgaon,4.55,6642.857142857143,6849.462365591397,0,1,1,0,0,0,11,50.0,Fancy,16.0,Basic,24.0,1.0,8.80144796882489,adani m2k oyster grande,0,1.713797927758343
1665,3 BHK Flat,Emaar Gurgaon Greens41 ,3,3,3,Servant Room,North-East,new,Sector 102 Gurgaon,1.54,2357.1428571428573,6533.333333333333,1,0,0,0,0,0,12,28.0,Medium,15.5,Basic,25.0,1.0,7.765629663292228,emaar gurgaon greens,1,0.9321640810304452
1666,4 BHK Flat,DLF New Town Heights 240 ,4,4,3+,"Pooja Room,Servant Room",North-East,mid-age,Sector 86 Gurgaon,1.55,3365.714285714286,4605.263157894737,0,0,1,1,0,0,12,40.5,Fancy,30.5,Premium,24.0,1.0,8.121692558332782,dlf new town heights ,2,0.9360933591703349
1667,3 BHK Flat,Experion The Heartsong39 ,3,3,3+,"Servant Room,Study Room",East,new,Sector 108 Gurgaon,1.68,2861.428571428572,5871.193210184722,0,1,1,0,0,0,4,43.5,Fancy,22.0,Good,25.0,1.0,7.9594256943384325,experion the heartsong,2,0.9858167945227653
1668,3 BHK Flat,AIPL The Peaceful Homes39 ,3,3,3,Store Room,North-East,new,Sector 70A Gurgaon,2.3,2365.0,9725.158562367864,0,1,0,0,0,0,3,48.0,Fancy,31.0,Premium,23.5,1.0,7.768956044538332,aipl the peaceful homes,1,1.1939224684724346
1669,3 BHK Flat,BPTP Astaire Gardens37 ,3,3,3+,Others,West,new,Sector 70A Gurgaon,0.97,1628.0000000000002,5958.230958230957,0,0,0,0,0,1,1,-1.0,Unavailable,33.0,Premium,25.0,1.0,7.395721608602045,bptp astaire gardens,1,0.6780335427498971
1670,4 BHK Flat,DLF New Town Heights 139 ,4,4,3+,"Pooja Room,Servant Room",North-West,new,Sector 90 Gurgaon,1.9,2999.7000000000003,6333.966730006334,0,0,1,0,0,0,7,-1.0,Unavailable,24.0,Good,25.0,1.0,8.006600873765592,dlf new town heights ,2,1.0647107369924282
1671,4 BHK Flat,DLF New Town Heights 139 ,4,4,3+,"Servant Room,Pooja Room",South-East,new,Sector 90 Gurgaon,1.55,2600.4,5960.621442854946,0,1,1,0,0,0,1,-1.0,Unavailable,23.0,Good,25.0,1.0,7.86380504062964,dlf new town heights ,2,0.9360933591703349
1672,3 BHK Flat,DLF Regal Gardens39 ,3,3,3+,Others,North,new,Sector 90 Gurgaon,1.13,1903.0,5937.992643194953,0,0,0,0,0,1,8,36.0,Fancy,20.5,Good,24.5,1.0,7.55171221535131,dlf regal gardens,1,0.7561219797213337
1673,3 BHK Flat,Shree Vardhman Flora38 ,3,4,3,"Servant Room,Store Room",South-East,new,Sector 90 Gurgaon,0.85,2757.1428571428573,3082.901554404145,0,0,1,0,0,0,3,-1.0,Unavailable,29.5,Good,25.0,0.75,7.922312854380504,shree vardhman flora,2,0.6151856390902334
1674,3 BHK Flat,Vatika City41 ,3,4,3+,"Servant Room,Pooja Room",East,mid-age,Sector 49 Gurgaon,2.64,2476.1000000000004,10661.928031985784,0,0,0,0,0,1,2,48.0,Fancy,36.5,Premium,25.0,0.75,7.814843800091492,vatika city,2,1.2919836816486494
1675,3 BHK Flat,Vatika City41 ,3,3,3,Pooja Room,South,mid-age,Sector 49 Gurgaon,2.1,2216.5,9474.396571170764,0,0,1,0,0,0,9,51.0,Fancy,32.0,Premium,25.0,1.0,7.704135714183734,vatika city,1,1.1314021114911006
1676,2 BHK Flat,Shapoorji Pallonji Joyville Gurugram40 ,2,2,3,unavailable,North,new,Sector 102 Gurgaon,1.4,1954.2857142857144,7163.742690058479,0,0,1,0,0,0,0,34.0,Fancy,19.5,Basic,25.0,1.0,7.578291607155953,shapoorji pallonji joyville gurugram,0,0.8754687373538999
1677,3 BHK Flat,Emaar Gurgaon Greens41 ,3,3,2,Servant Room,South-West,new,Sector 102 Gurgaon,1.45,1815.0,7988.980716253443,0,0,1,0,0,0,7,42.5,Fancy,39.5,Premium,25.0,1.0,7.504391559161238,emaar gurgaon greens,1,0.8960880245566356
1678,3 BHK Flat,DLF New Town Heights 139 ,3,3,3+,"Pooja Room,Servant Room",North-West,mid-age,Sector 90 Gurgaon,1.2,2757.1428571428573,4352.331606217616,0,0,1,0,0,0,8,28.0,Medium,19.0,Basic,25.0,1.0,7.922312854380504,dlf new town heights ,2,0.7884573603642702
1679,1 BHK Flat,Viridian The Plaza 106,1,1,1,unavailable,East,new,Sector 106 Gurgaon,0.39,1000.0,3900.0,0,0,1,0,0,0,7,30.0,Fancy,30.5,Premium,0.0,1.0,6.90875477931522,viridian the plaza ,0,0.3293037471426004
1680,3 BHK Flat,CHD Avenue 7136 ,3,4,2,Servant Room,East,new,Sector 71 Gurgaon,1.25,1917.3,6519.584832837844,0,0,1,0,0,0,7,36.0,Fancy,38.0,Premium,25.0,0.75,7.559194656142292,chd avenue ,1,0.8109302162163288
1681,2 BHK Flat,Puri Emerald Bay37 ,2,2,2,unavailable,South,new,Sector 104 Gurgaon,1.59,1705.0000000000002,9325.513196480935,0,0,1,0,1,0,12,32.0,Fancy,29.0,Good,25.0,1.0,7.441906728051625,puri emerald bay,0,0.9516578757114464
1682,4 BHK Flat,Puri Diplomatic Greens39 ,4,6,3+,Servant Room,East,new,Sector 111 Gurgaon,5.25,4950.0,10606.060606060606,0,0,0,0,1,0,7,38.0,Fancy,31.5,Premium,25.0,0.6666666666666666,8.507344855361422,puri diplomatic greens,1,1.8325814637483102
1683,4 BHK Flat,Puri Diplomatic Greens40 ,4,5,3+,Servant Room,East,new,Sector 111 Gurgaon,3.4,3245.0000000000005,10477.657935285051,0,0,1,0,0,0,14,36.0,Fancy,24.0,Good,25.0,0.8,8.085178748074537,puri diplomatic greens,1,1.4816045409242156
1684,3 BHK Flat,Experion Windchants38 ,3,3,3+,Servant Room,South,new,Sector 112 Gurgaon,3.29,3082.2000000000003,10674.193757705534,0,0,0,0,1,0,2,39.0,Fancy,35.5,Premium,25.0,1.0,8.033723297660101,experion windchants,1,1.4562867329399256
1685,3 BHK Flat,Puri Emerald Bay37 ,3,3,3+,Servant Room,South,new,Sector 104 Gurgaon,2.49,2695.0,9239.332096474956,0,0,0,0,0,1,14,36.0,Fancy,32.5,Premium,25.0,1.0,7.899524472032198,puri emerald bay,1,1.2499017362143359
1686,3 BHK Flat,Conscient Heritage Max43 ,3,4,3+,Servant Room,South,new,Sector 102 Gurgaon,1.75,2124.1000000000004,8238.78348477002,0,0,0,0,0,1,16,36.0,Fancy,31.5,Premium,24.5,0.75,7.661574139074815,conscient heritage max,1,1.0116009116784799
1687,4 BHK Flat,Experion The Heartsong39 ,4,5,3+,Servant Room,South,new,Sector 108 Gurgaon,2.29,3056.9,7491.24930485132,0,0,1,0,0,0,8,36.0,Fancy,23.0,Good,25.0,0.8,8.025483684842477,experion the heartsong,1,1.1908875647772805
1688,3 BHK Flat,Conscient Heritage Max43 ,3,4,3+,"Study Room,Servant Room",South,new,Sector 102 Gurgaon,2.15,2363.9,9095.139388298998,1,1,1,0,1,0,18,38.0,Fancy,31.5,Premium,24.5,0.75,7.7684910167339725,conscient heritage max,2,1.1474024528375417
1689,2 BHK Flat,Vatika The Seven Lamps38 ,2,2,2,Study Room,East,new,Sector 82 Gurgaon,0.89,2040.0,4362.745098039215,0,1,0,0,0,0,14,36.5,Fancy,35.5,Premium,25.0,1.0,7.621195162809845,vatika the seven lamps,1,0.636576829071551
1690,3 BHK Flat,The Close North40 ,3,3,3+,Servant Room,South-East,mid-age,Nirvana Country,2.65,3721.428571428572,7120.921305182342,1,1,1,0,1,0,3,-1.0,Unavailable,41.0,Luxury,24.5,1.0,8.222131576040573,the close north,1,1.2947271675944
1691,2 BHK Flat,Vatika The Seven Lamps38 ,2,2,2,Study Room,East,new,Sector 82 Gurgaon,0.86,1573.0000000000002,5467.260012714557,0,1,1,0,0,0,12,35.5,Fancy,35.0,Premium,25.0,1.0,7.3613754289773485,vatika the seven lamps,1,0.6205764877251099
1692,3 BHK Flat,Godrej 10140 ,3,3,2,unavailable,South-West,new,Sector 79 Gurgaon,1.35,1655.5000000000002,8154.636061612805,0,0,0,0,0,1,7,30.0,Fancy,28.5,Good,24.5,1.0,7.4124622217399505,godrej ,0,0.8544153281560676
1693,3 BHK Flat,Godrej Aria38 ,3,3,2,unavailable,South,new,Sector 79 Gurgaon,1.69,2181.3,7747.673405767202,0,0,1,0,0,0,7,28.0,Medium,28.0,Good,25.0,1.0,7.688134645484954,godrej aria,0,0.9895411936137477
1694,4 BHK Flat,ATS Triumph39 ,4,4,3+,Servant Room,East,new,Sector 104 Gurgaon,2.65,4500.0,5888.888888888889,0,0,0,0,0,1,14,33.5,Fancy,7.0,Minimal,24.5,1.0,8.412054873292933,ats triumph,1,1.2947271675944
1695,3 BHK Flat,ATS Triumph39 ,3,4,3+,"Pooja Room,Study Room,Servant Room,Others",North-West,new,Sector 104 Gurgaon,1.75,3271.428571428572,5349.344978165938,0,0,0,0,0,1,12,43.0,Fancy,7.0,Minimal,24.5,0.75,8.093287670633261,ats triumph,4,1.0116009116784799
1696,3 BHK Flat,M3M Woodshire40 ,3,3,3,Pooja Room,unavailable,new,Sector 107 Gurgaon,1.3,2775.714285714286,4683.479155944416,0,0,0,0,1,0,7,-1.0,Unavailable,18.5,Basic,24.0,1.0,7.929023596062754,m3m woodshire,1,0.832909122935104
1697,3 BHK Flat,Shapoorji Pallonji Joyville Gurugram40 ,3,3,3,"Pooja Room,Study Room,Servant Room,Others",West,new,Sector 102 Gurgaon,1.75,2645.714285714286,6614.470842332613,0,0,0,0,0,1,10,34.5,Fancy,13.5,Basic,25.0,1.0,7.881074257494699,shapoorji pallonji joyville gurugram,4,1.0116009116784799
1698,3 BHK Flat,DLF New Town Heights 139 ,3,3,3+,"Pooja Room,Servant Room",North,new,Sector 90 Gurgaon,1.25,2757.1428571428573,4533.678756476684,0,0,0,0,0,1,5,-1.0,Unavailable,30.0,Premium,25.0,1.0,7.922312854380504,dlf new town heights ,2,0.8109302162163288
1699,3 BHK Flat,Mapsko Mount Ville41 ,3,3,3+,unavailable,East,new,Sector 79 Gurgaon,1.2,2128.571428571429,5637.583892617449,0,1,0,0,0,0,24,45.5,Fancy,31.0,Premium,25.0,1.0,7.663676031215117,mapsko mount ville,0,0.7884573603642702
1700,3 BHK Flat,Mapsko Mount Ville41 ,3,4,3+,Servant Room,South,new,Sector 79 Gurgaon,1.5,2592.857142857143,5785.123966942148,0,1,0,0,0,0,11,50.5,Fancy,32.5,Premium,25.0,0.75,7.860901291215354,mapsko mount ville,1,0.9162907318741551
1701,4 BHK Flat,Tulip Violet43 ,4,4,2,unavailable,North-West,new,Sector 69 Gurgaon,2.05,2295.7000000000003,8929.738206211612,0,0,1,0,0,0,0,28.0,Medium,38.5,Premium,24.5,1.0,7.739228589022369,tulip violet,0,1.1151415906193203
1702,4 BHK Flat,Tulip Violet43 ,4,4,2,unavailable,West,new,Sector 69 Gurgaon,1.95,2211.0,8819.53867028494,0,0,0,0,0,1,0,28.0,Medium,39.0,Premium,24.5,1.0,7.701652362642226,tulip violet,0,1.0818051703517284
1703,2 BHK Flat,Tulip Violet42 ,2,3,1,Study Room,West,new,Sector 69 Gurgaon,1.19,1928.571428571429,6170.37037037037,0,0,0,0,1,0,0,28.0,Medium,41.5,Luxury,24.5,0.6666666666666666,7.565053199505451,tulip violet,1,0.7839015438284094
1704,3 BHK Flat,Tulip Violet42 ,3,3,1,unavailable,North-West,new,Sector 69 Gurgaon,1.4,1691.8000000000002,8275.209835677975,0,0,0,0,0,1,12,37.5,Fancy,39.0,Premium,24.5,1.0,7.43413924166398,tulip violet,0,0.8754687373538999
1705,3 BHK Flat,Tulip Violet42 ,3,4,2,unavailable,East,new,Sector 69 Gurgaon,1.75,2642.857142857143,6621.621621621621,0,0,0,0,0,1,0,41.0,Fancy,41.5,Luxury,24.5,0.75,7.879994168822435,tulip violet,0,1.0116009116784799
1706,3 BHK Flat,Tulip Violet43 ,3,3,1,Pooja Room,West,new,Sector 69 Gurgaon,1.36,2254.285714285714,6032.953105196452,0,1,0,0,0,0,12,28.0,Medium,26.0,Good,24.5,1.0,7.721031946476414,tulip violet,1,0.8586616190375187
1707,3 BHK Flat,Tulip Violet42 ,3,3,2,Pooja Room,West,new,Sector 69 Gurgaon,1.51,2254.285714285714,6698.352344740178,0,1,1,0,0,0,0,28.5,Medium,39.5,Premium,24.5,1.0,7.721031946476414,tulip violet,1,0.9202827531436926
1708,4 BHK Flat,Bestech Park View Grand Spa43 ,4,5,2,Servant Room,North-East,new,Sector 81 Gurgaon,2.91,4550.0,6395.604395604396,0,1,0,0,0,0,6,56.0,Fancy,24.5,Good,25.0,0.8,8.423102268016642,bestech park view grand spa,1,1.3635373739972745
1709,3 BHK Flat,Bestech Park View Ananda42 ,3,2,3+,unavailable,East,new,Sector 81 Gurgaon,1.1,2350.0,4680.851063829788,0,0,0,0,0,1,5,-1.0,Unavailable,37.0,Premium,25.0,1.5,7.762596048540069,bestech park view ananda,0,0.7419373447293773
1710,3 BHK Flat,Antriksh Heights37 ,3,3,3+,Study Room,North,new,Sector 84 Gurgaon,0.85,1897.5,4479.57839262187,0,0,0,0,0,1,10,-1.0,Unavailable,14.0,Basic,23.0,1.0,7.5488193796718575,antriksh heights,1,0.6151856390902334
1711,2 BHK Flat,Pyramid Urban Homes 2,2,2,1,unavailable,West,new,Sector 86 Gurgaon,0.41,858.5714285714287,4775.374376039932,0,1,0,0,0,0,3,-1.0,Unavailable,16.0,Basic,19.0,1.0,6.756433926165038,pyramid urban homes ,0,0.3435897043900769
1712,2 BHK Flat,Pivotal Devaan,2,2,1,unavailable,North-West,new,Sector 84 Gurgaon,0.37,832.8571428571429,4442.53859348199,0,1,0,0,0,0,5,-1.0,Unavailable,20.5,Good,20.0,1.0,6.726062096148477,pivotal devaan,0,0.31481073984003355
1713,3 BHK Flat,Antriksh Heights37 ,3,3,3,Pooja Room,unavailable,new,Sector 84 Gurgaon,0.88,2007.5,4383.561643835616,0,0,0,0,0,1,16,-1.0,Unavailable,16.5,Basic,23.0,1.0,7.605143453799337,antriksh heights,1,0.6312717768418579
1714,3 BHK Flat,Antriksh Heights37 ,3,3,3,"Servant Room,Pooja Room",unavailable,new,Sector 84 Gurgaon,0.9,2227.5,4040.40404040404,0,0,0,0,0,1,18,-1.0,Unavailable,16.0,Basic,23.0,1.0,7.709083992386611,antriksh heights,2,0.6418538861723948
1715,3 BHK Flat,Tulip Violet43 ,3,3,2,Pooja Room,South-West,new,Sector 69 Gurgaon,1.43,2297.1428571428573,6225.124378109452,0,0,0,0,0,1,1,28.0,Medium,27.0,Good,24.5,1.0,7.739856622334995,tulip violet,1,0.8878912573524571
1716,3 BHK Flat,Tulip Violet42 ,3,3,1,unavailable,West,new,Sector 69 Gurgaon,1.38,2197.1428571428573,6280.884265279583,0,1,0,0,0,0,12,28.0,Medium,41.0,Luxury,24.5,1.0,7.695368127002065,tulip violet,0,0.8671004876833833
1717,4 BHK Flat,Tulip Violet42 ,4,4,2,unavailable,South-East,new,Sector 69 Gurgaon,2.0,2295.7000000000003,8711.939713377182,0,0,0,0,0,1,0,28.0,Medium,39.0,Premium,24.5,1.0,7.739228589022369,tulip violet,0,1.0986122886681098
1718,3 BHK Flat,Tulip Violet43 ,3,3,2,Pooja Room,East,new,Sector 69 Gurgaon,1.55,1768.8000000000002,8763.003165988239,0,0,0,0,0,1,2,42.5,Fancy,27.0,Good,24.5,1.0,7.47862182483325,tulip violet,1,0.9360933591703349
1719,3 BHK Flat,Tulip Violet43 ,3,3,2,Pooja Room,North-East,new,Sector 69 Gurgaon,1.46,1735.8000000000002,8411.107270422859,0,1,0,0,1,0,0,41.0,Fancy,41.5,Luxury,24.5,1.0,7.459799618564082,tulip violet,1,0.9001613499442714
1720,3 BHK Flat,Tulip Violet43 ,3,3,2,unavailable,West,new,Sector 69 Gurgaon,1.68,1834.8,9156.311314584696,0,0,0,0,1,0,0,28.0,Medium,39.0,Premium,24.5,1.0,7.51523563278499,tulip violet,0,0.9858167945227653
1721,2 BHK Flat,Tulip Violet42 ,2,3,1,unavailable,North-West,new,Sector 69 Gurgaon,1.2,1485.0000000000002,8080.808080808079,0,1,1,0,0,0,0,28.0,Medium,37.0,Premium,24.5,0.6666666666666666,7.303843225277705,tulip violet,0,0.7884573603642702
1722,3 BHK Flat,Tulip Violet43 ,3,3,2,unavailable,South-West,new,Sector 69 Gurgaon,1.66,1801.8,9213.009213009213,0,0,0,0,0,1,0,28.0,Medium,39.0,Premium,24.5,1.0,7.4970962908164935,tulip violet,0,0.9783261227936076
1723,3 BHK Flat,Tulip Violet43 ,3,3,2,Pooja Room,North-West,new,Sector 69 Gurgaon,1.6,1735.8000000000002,9217.651803203133,0,0,0,0,0,1,0,28.0,Medium,41.0,Luxury,24.5,1.0,7.459799618564082,tulip violet,1,0.9555114450274363
1724,3 BHK Flat,Tulip Violet42 ,3,4,2,unavailable,South-West,new,Sector 69 Gurgaon,1.76,2035.0,8648.648648648648,0,0,0,0,1,0,0,28.0,Medium,39.0,Premium,24.5,0.75,7.618742377670413,tulip violet,0,1.0152306797290584
1725,2 BHK Flat,Antriksh Heights37 ,2,2,2,unavailable,North,new,Sector 84 Gurgaon,0.6,1320.0,4545.454545454545,0,1,1,0,1,0,14,-1.0,Unavailable,14.0,Basic,23.0,1.0,7.186144304522325,antriksh heights,0,0.4700036292457356
1726,3 BHK Flat,Antriksh Heights37 ,3,3,3,"Study Room,Pooja Room",East,new,Sector 84 Gurgaon,0.92,2007.5,4582.814445828144,0,0,0,0,0,1,2,-1.0,Unavailable,17.0,Basic,23.0,1.0,7.605143453799337,antriksh heights,2,0.6523251860396903
1727,2 BHK Flat,Antriksh Heights37 ,2,2,3+,Study Room,West,new,Sector 84 Gurgaon,0.69,1485.0000000000002,4646.464646464645,1,0,0,0,0,0,8,-1.0,Unavailable,16.5,Basic,23.0,1.0,7.303843225277705,antriksh heights,1,0.5247285289349821
1728,4 BHK Flat,DLF New Town Heights 139 ,4,4,3+,"Servant Room,Pooja Room",South,new,Sector 90 Gurgaon,1.51,3377.1428571428573,4471.235194585448,0,0,1,0,0,0,6,48.0,Fancy,34.5,Premium,25.0,1.0,8.125081386924347,dlf new town heights ,2,0.9202827531436926
1729,3 BHK Flat,Sare Homes,3,3,2,unavailable,unavailable,new,Sector 92 Gurgaon,0.65,2024.2857142857144,3211.0091743119265,0,0,0,0,0,1,3,-1.0,Unavailable,2.0,Minimal,20.0,1.0,7.613466063062318,sare homes,0,0.5007752879124893
1730,3 BHK Flat,Sare Crescent Parc35 ,3,2,2,unavailable,North,new,Sector 92 Gurgaon,0.51,1375.0,3709.090909090909,0,0,0,0,0,1,2,-1.0,Unavailable,16.5,Basic,25.0,1.5,7.226936018493289,sare crescent parc,0,0.412109650826833
1731,2 BHK Flat,Vatika Iris Floors,2,2,3+,Study Room,East,new,Sector 82 Gurgaon,0.63,1247.4,5050.50505050505,0,0,0,0,0,1,2,-1.0,Unavailable,21.5,Good,20.0,1.0,7.129618010396625,vatika iris floors,1,0.48858001481867097
